0xC7F0,	0x67CF,	//	CJK UNIFIED IDEOGRAPH
0xC7F1,	0x6CCA,	//	CJK UNIFIED IDEOGRAPH
0xC7F2,	0x767D,	//	CJK UNIFIED IDEOGRAPH
0xC7F3,	0x7B94,	//	CJK UNIFIED IDEOGRAPH
0xC7F4,	0x7C95,	//	CJK UNIFIED IDEOGRAPH
0xC7F5,	0x8236,	//	CJK UNIFIED IDEOGRAPH
0xC7F6,	0x8584,	//	CJK UNIFIED IDEOGRAPH
0xC7F7,	0x8FEB,	//	CJK UNIFIED IDEOGRAPH
0xC7F8,	0x66DD,	//	CJK UNIFIED IDEOGRAPH
0xC7F9,	0x6F20,	//	CJK UNIFIED IDEOGRAPH
0xC7FA,	0x7206,	//	CJK UNIFIED IDEOGRAPH
0xC7FB,	0x7E1B,	//	CJK UNIFIED IDEOGRAPH
0xC7FC,	0x83AB,	//	CJK UNIFIED IDEOGRAPH
0xC7FD,	0x99C1,	//	CJK UNIFIED IDEOGRAPH
0xC7FE,	0x9EA6,	//	CJK UNIFIED IDEOGRAPH
0xC8A1,	0x51FD,	//	CJK UNIFIED IDEOGRAPH
0xC8A2,	0x7BB1,	//	CJK UNIFIED IDEOGRAPH
0xC8A3,	0x7872,	//	CJK UNIFIED IDEOGRAPH
0xC8A4,	0x7BB8,	//	CJK UNIFIED IDEOGRAPH
0xC8A5,	0x8087,	//	CJK UNIFIED IDEOGRAPH
0xC8A6,	0x7B48,	//	CJK UNIFIED IDEOGRAPH
0xC8A7,	0x6AE8,	//	CJK UNIFIED IDEOGRAPH
0xC8A8,	0x5E61,	//	CJK UNIFIED IDEOGRAPH
0xC8A9,	0x808C,	//	CJK UNIFIED IDEOGRAPH
0xC8AA,	0x7551,	//	CJK UNIFIED IDEOGRAPH
0xC8AB,	0x7560,	//	CJK UNIFIED IDEOGRAPH
0xC8AC,	0x516B,	//	CJK UNIFIED IDEOGRAPH
0xC8AD,	0x9262,	//	CJK UNIFIED IDEOGRAPH
0xC8AE,	0x6E8C,	//	CJK UNIFIED IDEOGRAPH
0xC8AF,	0x767A,	//	CJK UNIFIED IDEOGRAPH
0xC8B0,	0x9197,	//	CJK UNIFIED IDEOGRAPH
0xC8B1,	0x9AEA,	//	CJK UNIFIED IDEOGRAPH
0xC8B2,	0x4F10,	//	CJK UNIFIED IDEOGRAPH
0xC8B3,	0x7F70,	//	CJK UNIFIED IDEOGRAPH
0xC8B4,	0x629C,	//	CJK UNIFIED IDEOGRAPH
0xC8B5,	0x7B4F,	//	CJK UNIFIED IDEOGRAPH
0xC8B6,	0x95A5,	//	CJK UNIFIED IDEOGRAPH
0xC8B7,	0x9CE9,	//	CJK UNIFIED IDEOGRAPH
0xC8B8,	0x567A,	//	CJK UNIFIED IDEOGRAPH
0xC8B9,	0x5859,	//	CJK UNIFIED IDEOGRAPH
0xC8BA,	0x86E4,	//	CJK UNIFIED IDEOGRAPH
0xC8BB,	0x96BC,	//	CJK UNIFIED IDEOGRAPH
0xC8BC,	0x4F34,	//	CJK UNIFIED IDEOGRAPH
0xC8BD,	0x5224,	//	CJK UNIFIED IDEOGRAPH
0xC8BE,	0x534A,	//	CJK UNIFIED IDEOGRAPH
0xC8BF,	0x53CD,	//	CJK UNIFIED IDEOGRAPH
0xC8C0,	0x53DB,	//	CJK UNIFIED IDEOGRAPH
0xC8C1,	0x5E06,	//	CJK UNIFIED IDEOGRAPH
0xC8C2,	0x642C,	//	CJK UNIFIED IDEOGRAPH
0xC8C3,	0x6591,	//	CJK UNIFIED IDEOGRAPH
0xC8C4,	0x677F,	//	CJK UNIFIED IDEOGRAPH
0xC8C5,	0x6C3E,	//	CJK UNIFIED IDEOGRAPH
0xC8C6,	0x6C4E,	//	CJK UNIFIED IDEOGRAPH
0xC8C7,	0x7248,	//	CJK UNIFIED IDEOGRAPH
0xC8C8,	0x72AF,	//	CJK UNIFIED IDEOGRAPH
0xC8C9,	0x73ED,	//	CJK UNIFIED IDEOGRAPH
0xC8CA,	0x7554,	//	CJK UNIFIED IDEOGRAPH
0xC8CB,	0x7E41,	//	CJK UNIFIED IDEOGRAPH
0xC8CC,	0x822C,	//	CJK UNIFIED IDEOGRAPH
0xC8CD,	0x85E9,	//	CJK UNIFIED IDEOGRAPH
0xC8CE,	0x8CA9,	//	CJK UNIFIED IDEOGRAPH
0xC8CF,	0x7BC4,	//	CJK UNIFIED IDEOGRAPH
0xC8D0,	0x91C6,	//	CJK UNIFIED IDEOGRAPH
0xC8D1,	0x7169,	//	CJK UNIFIED IDEOGRAPH
0xC8D2,	0x9812,	//	CJK UNIFIED IDEOGRAPH
0xC8D3,	0x98EF,	//	CJK UNIFIED IDEOGRAPH
0xC8D4,	0x633D,	//	CJK UNIFIED IDEOGRAPH
0xC8D5,	0x6669,	//	CJK UNIFIED IDEOGRAPH
0xC8D6,	0x756A,	//	CJK UNIFIED IDEOGRAPH
0xC8D7,	0x76E4,	//	CJK UNIFIED IDEOGRAPH
0xC8D8,	0x78D0,	//	CJK UNIFIED IDEOGRAPH
0xC8D9,	0x8543,	//	CJK UNIFIED IDEOGRAPH
0xC8DA,	0x86EE,	//	CJK UNIFIED IDEOGRAPH
0xC8DB,	0x532A,	//	CJK UNIFIED IDEOGRAPH
0xC8DC,	0x5351,	//	CJK UNIFIED IDEOGRAPH
0xC8DD,	0x5426,	//	CJK UNIFIED IDEOGRAPH
0xC8DE,	0x5983,	//	CJK UNIFIED IDEOGRAPH
0xC8DF,	0x5E87,	//	CJK UNIFIED IDEOGRAPH
0xC8E0,	0x5F7C,	//	CJK UNIFIED IDEOGRAPH
0xC8E1,	0x60B2,	//	CJK UNIFIED IDEOGRAPH
0xC8E2,	0x6249,	//	CJK UNIFIED IDEOGRAPH
0xC8E3,	0x6279,	//	CJK UNIFIED IDEOGRAPH
0xC8E4,	0x62AB,	//	CJK UNIFIED IDEOGRAPH
0xC8E5,	0x6590,	//	CJK UNIFIED IDEOGRAPH
0xC8E6,	0x6BD4,	//	CJK UNIFIED IDEOGRAPH
0xC8E7,	0x6CCC,	//	CJK UNIFIED IDEOGRAPH
0xC8E8,	0x75B2,	//	CJK UNIFIED IDEOGRAPH
0xC8E9,	0x76AE,	//	CJK UNIFIED IDEOGRAPH
0xC8EA,	0x7891,	//	CJK UNIFIED IDEOGRAPH
0xC8EB,	0x79D8,	//	CJK UNIFIED IDEOGRAPH
0xC8EC,	0x7DCB,	//	CJK UNIFIED IDEOGRAPH
0xC8ED,	0x7F77,	//	CJK UNIFIED IDEOGRAPH
0xC8EE,	0x80A5,	//	CJK UNIFIED IDEOGRAPH
0xC8EF,	0x88AB,	//	CJK UNIFIED IDEOGRAPH
0xC8F0,	0x8AB9,	//	CJK UNIFIED IDEOGRAPH
0xC8F1,	0x8CBB,	//	CJK UNIFIED IDEOGRAPH
0xC8F2,	0x907F,	//	CJK UNIFIED IDEOGRAPH
0xC8F3,	0x975E,	//	CJK UNIFIED IDEOGRAPH
0xC8F4,	0x98DB,	//	CJK UNIFIED IDEOGRAPH
0xC8F5,	0x6A0B,	//	CJK UNIFIED IDEOGRAPH
0xC8F6,	0x7C38,	//	CJK UNIFIED IDEOGRAPH
0xC8F7,	0x5099,	//	CJK UNIFIED IDEOGRAPH
0xC8F8,	0x5C3E,	//	CJK UNIFIED IDEOGRAPH
0xC8F9,	0x5FAE,	//	CJK UNIFIED IDEOGRAPH
0xC8FA,	0x6787,	//	CJK UNIFIED IDEOGRAPH
0xC8FB,	0x6BD8,	//	CJK UNIFIED IDEOGRAPH
0xC8FC,	0x7435,	//	CJK UNIFIED IDEOGRAPH
0xC8FD,	0x7709,	//	CJK UNIFIED IDEOGRAPH
0xC8FE,	0x7F8E,	//	CJK UNIFIED IDEOGRAPH
0xC9A1,	0x9F3B,	//	CJK UNIFIED IDEOGRAPH
0xC9A2,	0x67CA,	//	CJK UNIFIED IDEOGRAPH
0xC9A3,	0x7A17,	//	CJK UNIFIED IDEOGRAPH
0xC9A4,	0x5339,	//	CJK UNIFIED IDEOGRAPH
0xC9A5,	0x758B,	//	CJK UNIFIED IDEOGRAPH
0xC9A6,	0x9AED,	//	CJK UNIFIED IDEOGRAPH
0xC9A7,	0x5F66,	//	CJK UNIFIED IDEOGRAPH
0xC9A8,	0x819D,	//	CJK UNIFIED IDEOGRAPH
0xC9A9,	0x83F1,	//	CJK UNIFIED IDEOGRAPH
0xC9AA,	0x8098,	//	CJK UNIFIED IDEOGRAPH
0xC9AB,	0x5F3C,	//	CJK UNIFIED IDEOGRAPH
0xC9AC,	0x5FC5,	//	CJK UNIFIED IDEOGRAPH
0xC9AD,	0x7562,	//	CJK UNIFIED IDEOGRAPH
0xC9AE,	0x7B46,	//	CJK UNIFIED IDEOGRAPH
0xC9AF,	0x903C,	//	CJK UNIFIED IDEOGRAPH
0xC9B0,	0x6867,	//	CJK UNIFIED IDEOGRAPH
0xC9B1,	0x59EB,	//	CJK UNIFIED IDEOGRAPH
0xC9B2,	0x5A9B,	//	CJK UNIFIED IDEOGRAPH
0xC9B3,	0x7D10,	//	CJK UNIFIED IDEOGRAPH
0xC9B4,	0x767E,	//	CJK UNIFIED IDEOGRAPH
0xC9B5,	0x8B2C,	//	CJK UNIFIED IDEOGRAPH
0xC9B6,	0x4FF5,	//	CJK UNIFIED IDEOGRAPH
0xC9B7,	0x5F6A,	//	CJK UNIFIED IDEOGRAPH
0xC9B8,	0x6A19,	//	CJK UNIFIED IDEOGRAPH
0xC9B9,	0x6C37,	//	CJK UNIFIED IDEOGRAPH
0xC9BA,	0x6F02,	//	CJK UNIFIED IDEOGRAPH
0xC9BB,	0x74E2,	//	CJK UNIFIED IDEOGRAPH
0xC9BC,	0x7968,	//	CJK UNIFIED IDEOGRAPH
0xC9BD,	0x8868,	//	CJK UNIFIED IDEOGRAPH
0xC9BE,	0x8A55,	//	CJK UNIFIED IDEOGRAPH
0xC9BF,	0x8C79,	//	CJK UNIFIED IDEOGRAPH
0xC9C0,	0x5EDF,	//	CJK UNIFIED IDEOGRAPH
0xC9C1,	0x63CF,	//	CJK UNIFIED IDEOGRAPH
0xC9C2,	0x75C5,	//	CJK UNIFIED IDEOGRAPH
0xC9C3,	0x79D2,	//	CJK UNIFIED IDEOGRAPH
0xC9C4,	0x82D7,	//	CJK UNIFIED IDEOGRAPH
0xC9C5,	0x9328,	//	CJK UNIFIED IDEOGRAPH
0xC9C6,	0x92F2,	//	CJK UNIFIED IDEOGRAPH
0xC9C7,	0x849C,	//	CJK UNIFIED IDEOGRAPH
0xC9C8,	0x86ED,	//	CJK UNIFIED IDEOGRAPH
0xC9C9,	0x9C2D,	//	CJK UNIFIED IDEOGRAPH
0xC9CA,	0x54C1,	//	CJK UNIFIED IDEOGRAPH
0xC9CB,	0x5F6C,	//	CJK UNIFIED IDEOGRAPH
0xC9CC,	0x658C,	//	CJK UNIFIED IDEOGRAPH
0xC9CD,	0x6D5C,	//	CJK UNIFIED IDEOGRAPH
0xC9CE,	0x7015,	//	CJK UNIFIED IDEOGRAPH
0xC9CF,	0x8CA7,	//	CJK UNIFIED IDEOGRAPH
0xC9D0,	0x8CD3,	//	CJK UNIFIED IDEOGRAPH
0xC9D1,	0x983B,	//	CJK UNIFIED IDEOGRAPH
0xC9D2,	0x654F,	//	CJK UNIFIED IDEOGRAPH
0xC9D3,	0x74F6,	//	CJK UNIFIED IDEOGRAPH
0xC9D4,	0x4E0D,	//	CJK UNIFIED IDEOGRAPH
0xC9D5,	0x4ED8,	//	CJK UNIFIED IDEOGRAPH
0xC9D6,	0x57E0,	//	CJK UNIFIED IDEOGRAPH
0xC9D7,	0x592B,	//	CJK UNIFIED IDEOGRAPH
0xC9D8,	0x5A66,	//	CJK UNIFIED IDEOGRAPH
0xC9D9,	0x5BCC,	//	CJK UNIFIED IDEOGRAPH
0xC9DA,	0x51A8,	//	CJK UNIFIED IDEOGRAPH
0xC9DB,	0x5E03,	//	CJK UNIFIED IDEOGRAPH
0xC9DC,	0x5E9C,	//	CJK UNIFIED IDEOGRAPH
0xC9DD,	0x6016,	//	CJK UNIFIED IDEOGRAPH
0xC9DE,	0x6276,	//	CJK UNIFIED IDEOGRAPH
0xC9DF,	0x6577,	//	CJK UNIFIED IDEOGRAPH
0xC9E0,	0x65A7,	//	CJK UNIFIED IDEOGRAPH
0xC9E1,	0x666E,	//	CJK UNIFIED IDEOGRAPH
0xC9E2,	0x6D6E,	//	CJK UNIFIED IDEOGRAPH
0xC9E3,	0x7236,	//	CJK UNIFIED IDEOGRAPH
0xC9E4,	0x7B26,	//	CJK UNIFIED IDEOGRAPH
0xC9E5,	0x8150,	//	CJK UNIFIED IDEOGRAPH
0xC9E6,	0x819A,	//	CJK UNIFIED IDEOGRAPH
0xC9E7,	0x8299,	//	CJK UNIFIED IDEOGRAPH
0xC9E8,	0x8B5C,	//	CJK UNIFIED IDEOGRAPH
0xC9E9,	0x8CA0,	//	CJK UNIFIED IDEOGRAPH
0xC9EA,	0x8CE6,	//	CJK UNIFIED IDEOGRAPH
0xC9EB,	0x8D74,	//	CJK UNIFIED IDEOGRAPH
0xC9EC,	0x961C,	//	CJK UNIFIED IDEOGRAPH
0xC9ED,	0x9644,	//	CJK UNIFIED IDEOGRAPH
0xC9EE,	0x4FAE,	//	CJK UNIFIED IDEOGRAPH
0xC9EF,	0x64AB,	//	CJK UNIFIED IDEOGRAPH
0xC9F0,	0x6B66,	//	CJK UNIFIED IDEOGRAPH
0xC9F1,	0x821E,	//	CJK UNIFIED IDEOGRAPH
0xC9F2,	0x8461,	//	CJK UNIFIED IDEOGRAPH
0xC9F3,	0x856A,	//	CJK UNIFIED IDEOGRAPH
0xC9F4,	0x90E8,	//	CJK UNIFIED IDEOGRAPH
0xC9F5,	0x5C01,	//	CJK UNIFIED IDEOGRAPH
0xC9F6,	0x6953,	//	CJK UNIFIED IDEOGRAPH
0xC9F7,	0x98A8,	//	CJK UNIFIED IDEOGRAPH
0xC9F8,	0x847A,	//	CJK UNIFIED IDEOGRAPH
0xC9F9,	0x8557,	//	CJK UNIFIED IDEOGRAPH
0xC9FA,	0x4F0F,	//	CJK UNIFIED IDEOGRAPH
0xC9FB,	0x526F,	//	CJK UNIFIED IDEOGRAPH
0xC9FC,	0x5FA9,	//	CJK UNIFIED IDEOGRAPH
0xC9FD,	0x5E45,	//	CJK UNIFIED IDEOGRAPH
0xC9FE,	0x670D,	//	CJK UNIFIED IDEOGRAPH
0xCAA1,	0x798F,	//	CJK UNIFIED IDEOGRAPH
0xCAA2,	0x8179,	//	CJK UNIFIED IDEOGRAPH
0xCAA3,	0x8907,	//	CJK UNIFIED IDEOGRAPH
0xCAA4,	0x8986,	//	CJK UNIFIED IDEOGRAPH
0xCAA5,	0x6DF5,	//	CJK UNIFIED IDEOGRAPH
0xCAA6,	0x5F17,	//	CJK UNIFIED IDEOGRAPH
0xCAA7,	0x6255,	//	CJK UNIFIED IDEOGRAPH
0xCAA8,	0x6CB8,	//	CJK UNIFIED IDEOGRAPH
0xCAA9,	0x4ECF,	//	CJK UNIFIED IDEOGRAPH
0xCAAA,	0x7269,	//	CJK UNIFIED IDEOGRAPH
0xCAAB,	0x9B92,	//	CJK UNIFIED IDEOGRAPH
0xCAAC,	0x5206,	//	CJK UNIFIED IDEOGRAPH
0xCAAD,	0x543B,	//	CJK UNIFIED IDEOGRAPH
0xCAAE,	0x5674,	//	CJK UNIFIED IDEOGRAPH
0xCAAF,	0x58B3,	//	CJK UNIFIED IDEOGRAPH
0xCAB0,	0x61A4,	//	CJK UNIFIED IDEOGRAPH
0xCAB1,	0x626E,	//	CJK UNIFIED IDEOGRAPH
0xCAB2,	0x711A,	//	CJK UNIFIED IDEOGRAPH
0xCAB3,	0x596E,	//	CJK UNIFIED IDEOGRAPH
0xCAB4,	0x7C89,	//	CJK UNIFIED IDEOGRAPH
0xCAB5,	0x7CDE,	//	CJK UNIFIED IDEOGRAPH
0xCAB6,	0x7D1B,	//	CJK UNIFIED IDEOGRAPH
0xCAB7,	0x96F0,	//	CJK UNIFIED IDEOGRAPH
0xCAB8,	0x6587,	//	CJK UNIFIED IDEOGRAPH
0xCAB9,	0x805E,	//	CJK UNIFIED IDEOGRAPH
0xCABA,	0x4E19,	//	CJK UNIFIED IDEOGRAPH
0xCABB,	0x4F75,	//	CJK UNIFIED IDEOGRAPH
0xCABC,	0x5175,	//	CJK UNIFIED IDEOGRAPH
0xCABD,	0x5840,	//	CJK UNIFIED IDEOGRAPH
0xCABE,	0x5E63,	//	CJK UNIFIED IDEOGRAPH
0xCABF,	0x5E73,	//	CJK UNIFIED IDEOGRAPH
0xCAC0,	0x5F0A,	//	CJK UNIFIED IDEOGRAPH
0xCAC1,	0x67C4,	//	CJK UNIFIED IDEOGRAPH
0xCAC2,	0x4E26,	//	CJK UNIFIED IDEOGRAPH
0xCAC3,	0x853D,	//	CJK UNIFIED IDEOGRAPH
0xCAC4,	0x9589,	//	CJK UNIFIED IDEOGRAPH
0xCAC5,	0x965B,	//	CJK UNIFIED IDEOGRAPH
0xCAC6,	0x7C73,	//	CJK UNIFIED IDEOGRAPH
0xCAC7,	0x9801,	//	CJK UNIFIED IDEOGRAPH
0xCAC8,	0x50FB,	//	CJK UNIFIED IDEOGRAPH
0xCAC9,	0x58C1,	//	CJK UNIFIED IDEOGRAPH
0xCACA,	0x7656,	//	CJK UNIFIED IDEOGRAPH
0xCACB,	0x78A7,	//	CJK UNIFIED IDEOGRAPH
0xCACC,	0x5225,	//	CJK UNIFIED IDEOGRAPH
0xCACD,	0x77A5,	//	CJK UNIFIED IDEOGRAPH
0xCACE,	0x8511,	//	CJK UNIFIED IDEOGRAPH
0xCACF,	0x7B86,	//	CJK UNIFIED IDEOGRAPH
0xCAD0,	0x504F,	//	CJK UNIFIED IDEOGRAPH
0xCAD1,	0x5909,	//	CJK UNIFIED IDEOGRAPH
0xCAD2,	0x7247,	//	CJK UNIFIED IDEOGRAPH
0xCAD3,	0x7BC7,	//	CJK UNIFIED IDEOGRAPH
0xCAD4,	0x7DE8,	//	CJK UNIFIED IDEOGRAPH
0xCAD5,	0x8FBA,	//	CJK UNIFIED IDEOGRAPH
0xCAD6,	0x8FD4,	//	CJK UNIFIED IDEOGRAPH
0xCAD7,	0x904D,	//	CJK UNIFIED IDEOGRAPH
0xCAD8,	0x4FBF,	//	CJK UNIFIED IDEOGRAPH
0xCAD9,	0x52C9,	//	CJK UNIFIED IDEOGRAPH
0xCADA,	0x5A29,	//	CJK UNIFIED IDEOGRAPH
0xCADB,	0x5F01,	//	CJK UNIFIED IDEOGRAPH
0xCADC,	0x97AD,	//	CJK UNIFIED IDEOGRAPH
0xCADD,	0x4FDD,	//	CJK UNIFIED IDEOGRAPH
0xCADE,	0x8217,	//	CJK UNIFIED IDEOGRAPH
0xCADF,	0x92EA,	//	CJK UNIFIED IDEOGRAPH
0xCAE0,	0x5703,	//	CJK UNIFIED IDEOGRAPH
0xCAE1,	0x6355,	//	CJK UNIFIED IDEOGRAPH
0xCAE2,	0x6B69,	//	CJK UNIFIED IDEOGRAPH
0xCAE3,	0x752B,	//	CJK UNIFIED IDEOGRAPH
0xCAE4,	0x88DC,	//	CJK UNIFIED IDEOGRAPH
0xCAE5,	0x8F14,	//	CJK UNIFIED IDEOGRAPH
0xCAE6,	0x7A42,	//	CJK UNIFIED IDEOGRAPH
0xCAE7,	0x52DF,	//	CJK UNIFIED IDEOGRAPH
0xCAE8,	0x5893,	//	CJK UNIFIED IDEOGRAPH
0xCAE9,	0x6155,	//	CJK UNIFIED IDEOGRAPH
0xCAEA,	0x620A,	//	CJK UNIFIED IDEOGRAPH
0xCAEB,	0x66AE,	//	CJK UNIFIED IDEOGRAPH
0xCAEC,	0x6BCD,	//	CJK UNIFIED IDEOGRAPH
0xCAED,	0x7C3F,	//	CJK UNIFIED IDEOGRAPH
0xCAEE,	0x83E9,	//	CJK UNIFIED IDEOGRAPH
0xCAEF,	0x5023,	//	CJK UNIFIED IDEOGRAPH
0xCAF0,	0x4FF8,	//	CJK UNIFIED IDEOGRAPH
0xCAF1,	0x5305,	//	CJK UNIFIED IDEOGRAPH
0xCAF2,	0x5446,	//	CJK UNIFIED IDEOGRAPH
0xCAF3,	0x5831,	//	CJK UNIFIED IDEOGRAPH
0xCAF4,	0x5949,	//	CJK UNIFIED IDEOGRAPH
0xCAF5,	0x5B9D,	//	CJK UNIFIED IDEOGRAPH
0xCAF6,	0x5CF0,	//	CJK UNIFIED IDEOGRAPH
0xCAF7,	0x5CEF,	//	CJK UNIFIED IDEOGRAPH
0xCAF8,	0x5D29,	//	CJK UNIFIED IDEOGRAPH
0xCAF9,	0x5E96,	//	CJK UNIFIED IDEOGRAPH
0xCAFA,	0x62B1,	//	CJK UNIFIED IDEOGRAPH
0xCAFB,	0x6367,	//	CJK UNIFIED IDEOGRAPH
0xCAFC,	0x653E,	//	CJK UNIFIED IDEOGRAPH
0xCAFD,	0x65B9,	//	CJK UNIFIED IDEOGRAPH
0xCAFE,	0x670B,	//	CJK UNIFIED IDEOGRAPH
0xCBA1,	0x6CD5,	//	CJK UNIFIED IDEOGRAPH
0xCBA2,	0x6CE1,	//	CJK UNIFIED IDEOGRAPH
0xCBA3,	0x70F9,	//	CJK UNIFIED IDEOGRAPH
0xCBA4,	0x7832,	//	CJK UNIFIED IDEOGRAPH
0xCBA5,	0x7E2B,	//	CJK UNIFIED IDEOGRAPH
0xCBA6,	0x80DE,	//	CJK UNIFIED IDEOGRAPH
0xCBA7,	0x82B3,	//	CJK UNIFIED IDEOGRAPH
0xCBA8,	0x840C,	//	CJK UNIFIED IDEOGRAPH
0xCBA9,	0x84EC,	//	CJK UNIFIED IDEOGRAPH
0xCBAA,	0x8702,	//	CJK UNIFIED IDEOGRAPH
0xCBAB,	0x8912,	//	CJK UNIFIED IDEOGRAPH
0xCBAC,	0x8A2A,	//	CJK UNIFIED IDEOGRAPH
0xCBAD,	0x8C4A,	//	CJK UNIFIED IDEOGRAPH
0xCBAE,	0x90A6,	//	CJK UNIFIED IDEOGRAPH
0xCBAF,	0x92D2,	//	CJK UNIFIED IDEOGRAPH
0xCBB0,	0x98FD,	//	CJK UNIFIED IDEOGRAPH
0xCBB1,	0x9CF3,	//	CJK UNIFIED IDEOGRAPH
0xCBB2,	0x9D6C,	//	CJK UNIFIED IDEOGRAPH
0xCBB3,	0x4E4F,	//	CJK UNIFIED IDEOGRAPH
0xCBB4,	0x4EA1,	//	CJK UNIFIED IDEOGRAPH
0xCBB5,	0x508D,	//	CJK UNIFIED IDEOGRAPH
0xCBB6,	0x5256,	//	CJK UNIFIED IDEOGRAPH
0xCBB7,	0x574A,	//	CJK UNIFIED IDEOGRAPH
0xCBB8,	0x59A8,	//	CJK UNIFIED IDEOGRAPH
0xCBB9,	0x5E3D,	//	CJK UNIFIED IDEOGRAPH
0xCBBA,	0x5FD8,	//	CJK UNIFIED IDEOGRAPH
0xCBBB,	0x5FD9,	//	CJK UNIFIED IDEOGRAPH
0xCBBC,	0x623F,	//	CJK UNIFIED IDEOGRAPH
0xCBBD,	0x66B4,	//	CJK UNIFIED IDEOGRAPH
0xCBBE,	0x671B,	//	CJK UNIFIED IDEOGRAPH
0xCBBF,	0x67D0,	//	CJK UNIFIED IDEOGRAPH
0xCBC0,	0x68D2,	//	CJK UNIFIED IDEOGRAPH
0xCBC1,	0x5192,	//	CJK UNIFIED IDEOGRAPH
0xCBC2,	0x7D21,	//	CJK UNIFIED IDEOGRAPH
0xCBC3,	0x80AA,	//	CJK UNIFIED IDEOGRAPH
0xCBC4,	0x81A8,	//	CJK UNIFIED IDEOGRAPH
0xCBC5,	0x8B00,	//	CJK UNIFIED IDEOGRAPH
0xCBC6,	0x8C8C,	//	CJK UNIFIED IDEOGRAPH
0xCBC7,	0x8CBF,	//	CJK UNIFIED IDEOGRAPH
0xCBC8,	0x927E,	//	CJK UNIFIED IDEOGRAPH
0xCBC9,	0x9632,	//	CJK UNIFIED IDEOGRAPH
0xCBCA,	0x5420,	//	CJK UNIFIED IDEOGRAPH
0xCBCB,	0x982C,	//	CJK UNIFIED IDEOGRAPH
0xCBCC,	0x5317,	//	CJK UNIFIED IDEOGRAPH
0xCBCD,	0x50D5,	//	CJK UNIFIED IDEOGRAPH
0xCBCE,	0x535C,	//	CJK UNIFIED IDEOGRAPH
0xCBCF,	0x58A8,	//	CJK UNIFIED IDEOGRAPH
0xCBD0,	0x64B2,	//	CJK UNIFIED IDEOGRAPH
0xCBD1,	0x6734,	//	CJK UNIFIED IDEOGRAPH
0xCBD2,	0x7267,	//	CJK UNIFIED IDEOGRAPH
0xCBD3,	0x7766,	//	CJK UNIFIED IDEOGRAPH
0xCBD4,	0x7A46,	//	CJK UNIFIED IDEOGRAPH
0xCBD5,	0x91E6,	//	CJK UNIFIED IDEOGRAPH
0xCBD6,	0x52C3,	//	CJK UNIFIED IDEOGRAPH
0xCBD7,	0x6CA1,	//	CJK UNIFIED IDEOGRAPH
0xCBD8,	0x6B86,	//	CJK UNIFIED IDEOGRAPH
0xCBD9,	0x5800,	//	CJK UNIFIED IDEOGRAPH
0xCBDA,	0x5E4C,	//	CJK UNIFIED IDEOGRAPH
0xCBDB,	0x5954,	//	CJK UNIFIED IDEOGRAPH
0xCBDC,	0x672C,	//	CJK UNIFIED IDEOGRAPH
0xCBDD,	0x7FFB,	//	CJK UNIFIED IDEOGRAPH
0xCBDE,	0x51E1,	//	CJK UNIFIED IDEOGRAPH
0xCBDF,	0x76C6,	//	CJK UNIFIED IDEOGRAPH
0xCBE0,	0x6469,	//	CJK UNIFIED IDEOGRAPH
0xCBE1,	0x78E8,	//	CJK UNIFIED IDEOGRAPH
0xCBE2,	0x9B54,	//	CJK UNIFIED IDEOGRAPH
0xCBE3,	0x9EBB,	//	CJK UNIFIED IDEOGRAPH
0xCBE4,	0x57CB,	//	CJK UNIFIED IDEOGRAPH
0xCBE5,	0x59B9,	//	CJK UNIFIED IDEOGRAPH
0xCBE6,	0x6627,	//	CJK UNIFIED IDEOGRAPH
0xCBE7,	0x679A,	//	CJK UNIFIED IDEOGRAPH
0xCBE8,	0x6BCE,	//	CJK UNIFIED IDEOGRAPH
0xCBE9,	0x54E9,	//	CJK UNIFIED IDEOGRAPH
0xCBEA,	0x69D9,	//	CJK UNIFIED IDEOGRAPH
0xCBEB,	0x5E55,	//	CJK UNIFIED IDEOGRAPH
0xCBEC,	0x819C,	//	CJK UNIFIED IDEOGRAPH
0xCBED,	0x6795,	//	CJK UNIFIED IDEOGRAPH
0xCBEE,	0x9BAA,	//	CJK UNIFIED IDEOGRAPH
0xCBEF,	0x67FE,	//	CJK UNIFIED IDEOGRAPH
0xCBF0,	0x9C52,	//	CJK UNIFIED IDEOGRAPH
0xCBF1,	0x685D,	//	CJK UNIFIED IDEOGRAPH
0xCBF2,	0x4EA6,	//	CJK UNIFIED IDEOGRAPH
0xCBF3,	0x4FE3,	//	CJK UNIFIED IDEOGRAPH
0xCBF4,	0x53C8,	//	CJK UNIFIED IDEOGRAPH
0xCBF5,	0x62B9,	//	CJK UNIFIED IDEOGRAPH
0xCBF6,	0x672B,	//	CJK UNIFIED IDEOGRAPH
0xCBF7,	0x6CAB,	//	CJK UNIFIED IDEOGRAPH
0xCBF8,	0x8FC4,	//	CJK UNIFIED IDEOGRAPH
0xCBF9,	0x4FAD,	//	CJK UNIFIED IDEOGRAPH
0xCBFA,	0x7E6D,	//	CJK UNIFIED IDEOGRAPH
0xCBFB,	0x9EBF,	//	CJK UNIFIED IDEOGRAPH
0xCBFC,	0x4E07,	//	CJK UNIFIED IDEOGRAPH
0xCBFD,	0x6162,	//	CJK UNIFIED IDEOGRAPH
0xCBFE,	0x6E80,	//	CJK UNIFIED IDEOGRAPH
